state,raceyear,area,areanumber,redistricteddate,repvotes,repcandidate,repstatus,demvotes,demcandidate,demstatus,thirdparty,thirdvotes,thirdcandidate,thirdstatus,othervotes,pluralityvotes,pluralityparty,thirdvotestotalpercent,repvotesmajorpercent,demvotesmajorpercent,racenotes,rep_unopposed,dem_unopposed
Idaho,2006.0,District 1,1.0,2002-01-01,115843.0,"Sali, Bill",Challenger,103935.0,"Grant, Larry",Challenger,,,,,12196.0,11908.0,R,0.0,52.71,47.29,,,
Idaho,2006.0,District 2,2.0,2002-01-01,132262.0,"Simpson, Michael K.",Incumbent,73441.0,"Hansen, Jim",Challenger,,,,,7629.0,58821.0,R,0.0,64.3,35.7,,,
Idaho,2004.0,District 1,1.0,2002-01-01,207662.0,"Otter, C. L.",Incumbent,90927.0,"Preston, Naomi E.",Challenger,,,,,,116735.0,R,0.0,69.55,30.45,,,
Idaho,2004.0,District 2,2.0,2002-01-01,193704.0,"Simpson, Michael K.",Incumbent,80133.0,"Whitworth, A. Lin",Challenger,,,,,,113571.0,R,0.0,70.74,29.26,,,
Idaho,2002.0,District 1,1.0,2002-01-01,120743.0,"Otter, C. L.",Incumbent,80269.0,"Richardson, Betty",Challenger,,,,,5129.0,40474.0,R,0.0,60.07,39.93,,,
Idaho,2002.0,District 2,2.0,2002-01-01,135605.0,"Simpson, Michael K.",Incumbent,57769.0,"Kinghorn, Edward",Challenger,,,,,5508.0,77836.0,R,0.0,70.13,29.87,,,
Idaho,2000.0,District 1,1.0,1992-01-01,173743.0,"Otter, C. L.",Challenger,84080.0,"Pall, Linda",Challenger,,,,,10293.0,89663.0,R,0.0,67.39,32.61,,,
Idaho,2000.0,District 2,2.0,1992-01-01,158912.0,"Simpson, Michael K.",Incumbent,58265.0,"Williams, Craig",Challenger,,,,,7542.0,100647.0,R,0.0,73.17,26.83,,,
Idaho,1998.0,District 1,1.0,1992-01-01,113231.0,"Chenoweth, Helen",Incumbent,91653.0,"Williams, Dan",Challenger,,,,,,21578.0,R,0.0,55.27,44.73,,,
Idaho,1998.0,District 2,2.0,1992-01-01,91337.0,"Simpson, Michael K.",Challenger,77736.0,"Stallings, Richard",Challenger,,,,,4872.0,13601.0,R,0.0,54.02,45.98,,,
Idaho,1996.0,District 1,1.0,1992-01-01,132344.0,"Chenoweth, Helen",Incumbent,125899.0,"Williams, Dan",Challenger,,,,,6535.0,6445.0,R,0.0,51.25,48.75,,,
Idaho,1996.0,District 2,2.0,1992-01-01,157646.0,"Crapo, Michael D.",Incumbent,67625.0,"Seidl, John D.",Challenger,,,,,3977.0,90021.0,R,0.0,69.98,30.02,,,
Idaho,1994.0,District 1,1.0,1992-01-01,111728.0,"Chenoweth, Helen",Challenger,89826.0,"Larocco, Larry",Incumbent,,,,,,21902.0,R,0.0,55.43,44.57,,,
Idaho,1994.0,District 2,2.0,1992-01-01,143593.0,"Crapo, Michael D.",Incumbent,47936.0,"Fletcher, Penny",Challenger,,,,,,95657.0,R,0.0,74.97,25.03,,,
Idaho,1992.0,District 1,1.0,1992-01-01,90983.0,"Gilbert, Rachel S.",Challenger,140985.0,"Larocco, Larry",Incumbent,,,,,10822.0,50002.0,D,0.0,39.22,60.78,,,
Idaho,1992.0,District 2,2.0,1992-01-01,139783.0,"Crapo, Michael D.",Challenger,81450.0,"Williams, J. D.",Challenger,,,,,8724.0,58333.0,R,0.0,63.18,36.82,,,
Idaho,1990.0,District 1,1.0,1982-01-01,75406.0,"Smyser, C. A.",Challenger,85054.0,"Larocco, Larry",Challenger,,,,,,9648.0,D,0.0,46.99,53.01,,,
Idaho,1990.0,District 2,2.0,1982-01-01,56044.0,"McDevitt, Sean",Challenger,98008.0,"Stallings, Richard",Incumbent,,,,,,41964.0,D,0.0,36.38,63.62,,,
Idaho,1988.0,District 1,1.0,1982-01-01,135221.0,"Craig, Larry E.",Incumbent,70328.0,"Givens, Jeanne",Challenger,,,,,,64893.0,R,0.0,65.79,34.21,,,
Idaho,1988.0,District 2,2.0,1982-01-01,68226.0,"Watkins, Dane",Challenger,127956.0,"Stallings, Richard",Incumbent,,,,,5703.0,59730.0,D,0.0,34.78,65.22,,,
Idaho,1986.0,District 1,1.0,1982-01-01,121625.0,"Craig, Larry E.",Incumbent,59723.0,"Currie, Bill",Challenger,,,,,4848.0,61902.0,R,0.0,67.07,32.93,,,
Idaho,1986.0,District 2,2.0,1982-01-01,86528.0,"Richardson, Mel",Challenger,103035.0,"Stallings, Richard",Incumbent,,,,,,16507.0,D,0.0,45.65,54.35,,,
Idaho,1984.0,District 1,1.0,1982-01-01,139085.0,"Craig, Larry E.",Incumbent,63591.0,"Hellar, Bill",Challenger,,,,,,75494.0,R,0.0,68.62,31.38,,,
Idaho,1984.0,District 2,2.0,1982-01-01,101117.0,"Hansen, George V.",Incumbent,101287.0,"Stallings, Richard",Challenger,,,,,,170.0,D,0.0,49.96,50.04,,,
Idaho,1982.0,District 1,1.0,1982-01-01,86277.0,"Craig, Larry E.",Incumbent,74388.0,"Larocco, Larry",Challenger,,,,,,11889.0,R,0.0,53.7,46.3,,,
Idaho,1982.0,District 2,2.0,1982-01-01,83873.0,"Hansen, George V.",Incumbent,76608.0,"Stallings, Richard",Challenger,,,,,,7265.0,R,0.0,52.26,47.74,,,
Idaho,1980.0,District 1,1.0,1972-01-01,116845.0,"Craig, Larry E.",Challenger,100697.0,"Nichols, Glenn W.",Challenger,,,,,,16148.0,R,0.0,53.71,46.29,,,
Idaho,1980.0,District 2,2.0,1972-01-01,116196.0,"Hansen, George V.",Incumbent,81364.0,"Bilyeu, Diane",Challenger,,,,,,34832.0,R,0.0,58.82,41.18,,,
Idaho,1978.0,District 1,1.0,1972-01-01,86680.0,"Symms, Steven D.",Incumbent,57972.0,"Truby, Roy",Challenger,,,,,,28708.0,R,0.0,59.92,40.08,,,
Idaho,1978.0,District 2,2.0,1972-01-01,80591.0,"Hansen, George V.",Incumbent,60040.0,"Kress, Stan",Challenger,,,,,,20551.0,R,0.0,57.31,42.69,,,
Idaho,1976.0,District 1,1.0,1972-01-01,95833.0,"Symms, Steven D.",Incumbent,79662.0,"Pursley, Ken",Challenger,,,,,,16171.0,R,0.0,54.61,45.39,,,
Idaho,1976.0,District 2,2.0,1972-01-01,84175.0,"Hansen, George V.",Incumbent,82237.0,"Kress, Stan",Challenger,,,,,,1938.0,R,0.0,50.58,49.42,,,
Idaho,1974.0,District 1,1.0,1972-01-01,75404.0,"Symms, Steven D.",Incumbent,54001.0,"Cox, J. Ray",Challenger,,,,,,21403.0,R,0.0,58.27,41.73,,,
Idaho,1974.0,District 2,2.0,1972-01-01,67274.0,"Hansen, George V.",Challenger,53599.0,"Hanson, Max",Challenger,,,,,,13675.0,R,0.0,55.66,44.34,,,
Idaho,1972.0,District 1,1.0,1972-01-01,85270.0,"Symms, Steven D.",Challenger,68106.0,"Williams, Ed",Challenger,,,,,,17164.0,R,0.0,55.6,44.4,,,
Idaho,1972.0,District 2,2.0,1972-01-01,102537.0,"Hansen, Orval H.",Incumbent,40081.0,"Ludlow, Willis",Challenger,,,,,5560.0,62456.0,R,0.0,71.9,28.1,,,
Idaho,1970.0,District 1,1.0,1966-01-01,77515.0,"McClure, James A.",Incumbent,55743.0,"Brauner, William J.",Challenger,,,,,,21772.0,R,0.0,58.17,41.83,,,
Idaho,1970.0,District 2,2.0,1966-01-01,66428.0,"Hansen, Orval H.",Incumbent,31872.0,"Wells, Marden E.",Challenger,,,,,2759.0,34556.0,R,0.0,67.58,32.42,,,
Idaho,1968.0,District 1,1.0,1966-01-01,90870.0,"McClure, James A.",Incumbent,62002.0,"White, Compton I. Jr.",Challenger,,,,,,28868.0,R,0.0,59.44,40.56,,,
Idaho,1968.0,District 2,2.0,1966-01-01,65029.0,"Hansen, Orval H.",Challenger,54256.0,"Manning, D. V.",Challenger,,,,,4377.0,10773.0,R,0.0,54.52,45.48,,,
Illinois,2016.0,District 1,1.0,2012-01-01,81817.0,"Deuser, August (O'Neill)",Challenger,234037.0,"Rush, Bobby L.",Incumbent,Write-in,8.0,"Carson, Tabitha",Challenger,,152220.0,D,0.0,25.9,74.1,,,
Illinois,2016.0,District 2,2.0,2012-01-01,59471.0,"Morrow, John F.",Challenger,235051.0,"Kelly, Robin L.",Incumbent,Write-in,,"Reynolds, James",Challenger,,175580.0,D,0.0,20.19,79.81,,,
Illinois,2016.0,District 3,3.0,2012-01-01,,,,225320.0,"Lipinski, Daniel William",Incumbent,Write-in,91.0,"Harris, Diane M.",Challenger,,225229.0,D,0.04,0.0,100.0,,,
Illinois,2016.0,District 4,4.0,2012-01-01,,,,171297.0,"Gutierrez, Luis V.",Incumbent,,,,,,171297.0,D,0.0,0.0,100.0,,,
Illinois,2016.0,District 5,5.0,2012-01-01,86222.0,"Kolber, Vincent A.",Challenger,212842.0,"Quigley, Mike",Incumbent,Green,14657.0,"Sherman, Rob",Challenger,3.0,126620.0,D,4.67,28.83,71.17,"The other vote was: Krynski, Michael (Write-in) 3",,
Illinois,2016.0,District 6,6.0,2012-01-01,208555.0,"Roskam, Peter J.",Incumbent,143591.0,"Howland, Amanda",Challenger,,,,,,64964.0,R,0.0,59.22,40.78,,,
Illinois,2016.0,District 7,7.0,2012-01-01,46882.0,"Leef, Jeffrey A",Challenger,250584.0,"Davis, Danny K.",Incumbent,,,,,,203702.0,D,0.0,15.76,84.24,,,
Illinois,2016.0,District 8,8.0,2012-01-01,103617.0,"DiCianni, Peter",Challenger,144954.0,"Krishnamoorthi, Raja",Challenger,,,,,,41337.0,D,0.0,41.69,58.31,,,
Illinois,2016.0,District 9,9.0,2012-01-01,109550.0,"Lasonde, Joan McCarthy",Challenger,217306.0,"Schakowsky, Janice D.",Incumbent,Write-in,79.0,"Williams III, David Earl",Challenger,13.0,107756.0,D,0.02,33.52,66.48,"The other vote was: Atanus, Susanne (Write-in) 13",,
Illinois,2016.0,District 10,10.0,2012-01-01,135535.0,"Dold, Robert",Incumbent,150435.0,"Schneider, Brad",Challenger,Write-in,26.0,"Kopsick, Joseph William",Challenger,,14900.0,D,0.01,47.39,52.61,,,
Illinois,2016.0,District 11,11.0,2012-01-01,108995.0,"Khouri, Tonia",Challenger,166578.0,"Foster, Bill",Incumbent,,,,,,57583.0,D,0.0,39.55,60.45,,,
Illinois,2016.0,District 12,12.0,2012-01-01,169976.0,"Bost, Mike",Incumbent,124246.0,"Baricevic, Charles",Challenger,Green,18780.0,"Bradshaw, Paula",Challenger,,45730.0,R,6.0,57.77,42.23,,,
Illinois,2016.0,District 13,13.0,2012-01-01,187583.0,"Davis, Rodney L.",Incumbent,126811.0,"Wicklund, Mark D.",Challenger,,,,,,60772.0,R,0.0,59.66,40.34,,,
Illinois,2016.0,District 14,14.0,2012-01-01,200508.0,"Hultgren, Randy M.",Incumbent,137589.0,"Walz, Jim",Challenger,,,,,,62919.0,R,0.0,59.3,40.7,,,
Illinois,2016.0,District 15,15.0,2012-01-01,274554.0,"Shimkus, John M.",Incumbent,,,,,,,,,274554.0,R,0.0,100.0,0.0,,,
Illinois,2016.0,District 16,16.0,2012-01-01,259722.0,"Kinzinger, Adam",Incumbent,,,,Write-in,131.0,"Burchardt, John F",Challenger,,259591.0,R,0.05,100.0,0.0,,,
Illinois,2016.0,District 17,17.0,2012-01-01,113943.0,"Harlan, Patrick",Challenger,173125.0,"Bustos, Cheri",Incumbent,,,,,,59182.0,D,0.0,39.69,60.31,,,
Illinois,2016.0,District 18,18.0,2012-01-01,250506.0,"LaHood, Darin",Incumbent,96770.0,"Rodriguez, Junius",Challenger,Write-in,7.0,"Vance, Don",Challenger,,153736.0,R,0.0,72.13,27.87,,,
Illinois,2014.0,District 1,1.0,2012-01-01,59749.0,"Tillman, Jimmy Lee II",Challenger,162268.0,"Rush, Bobby L.",Incumbent,,,,,,102519.0,D,0.0,26.91,73.09,,,
Illinois,2014.0,District 2,2.0,2012-01-01,43799.0,"Wallace, Eric M.",Challenger,160337.0,"Kelly, Robin L.",Incumbent,Write-in,130.0,"Lewis, Marcus",Challenger,,116538.0,D,0.06,21.46,78.54,,,
Illinois,2014.0,District 3,3.0,2012-01-01,64091.0,"Brannigan, Sharon M.",Challenger,116764.0,"Lipinski, Daniel William",Incumbent,,,,,,52673.0,D,0.0,35.44,64.56,,,
Illinois,2014.0,District 4,4.0,2012-01-01,22278.0,"Concepcion, Hector",Challenger,79666.0,"Gutierrez, Luis V.",Incumbent,,,,,,57388.0,D,0.0,21.85,78.15,,,
Illinois,2014.0,District 5,5.0,2012-01-01,56350.0,"Kolber, Vincent A.",Challenger,116364.0,"Quigley, Mike",Incumbent,Green,11305.0,"Wade, Nancy",Challenger,,60014.0,D,6.14,32.63,67.37,,,
Illinois,2014.0,District 6,6.0,2012-01-01,160287.0,"Roskam, Peter J.",Incumbent,78465.0,"Mason, Michael",Challenger,,,,,,81822.0,R,0.0,67.14,32.86,,,
Illinois,2014.0,District 7,7.0,2012-01-01,27168.0,"Bumpers, Robert L.",Challenger,155110.0,"Davis, Danny K.",Incumbent,,,,,,127942.0,D,0.0,14.9,85.1,,,
Illinois,2014.0,District 8,8.0,2012-01-01,66878.0,"Kaifesh, Lawrence Joseph",Challenger,84178.0,"Duckworth, Tammy",Incumbent,,,,,,17300.0,D,0.0,44.27,55.73,,,
Illinois,2014.0,District 9,9.0,2012-01-01,72384.0,"Atanus, Susanne",Challenger,141000.0,"Schakowsky, Janice D.",Incumbent,Write-in,66.0,"Collins, Phil",Challenger,,68616.0,D,0.03,33.92,66.08,,,
Illinois,2014.0,District 10,10.0,2012-01-01,95992.0,"Dold, Robert",Challenger,91136.0,"Schneider, Brad",Incumbent,,,,,,4856.0,R,0.0,51.3,48.7,,,
Illinois,2014.0,District 11,11.0,2012-01-01,81335.0,"Senger, Darlene",Challenger,93436.0,"Foster, Bill",Incumbent,Write-in,1.0,"Vlakancic, Constant G.",Challenger,,12101.0,D,0.0,46.54,53.46,,,
Illinois,2014.0,District 12,12.0,2012-01-01,110038.0,"Bost, Mike",Challenger,87860.0,"Enyart, William",Incumbent,Green,11840.0,"Bradshaw, Paula",Challenger,,22178.0,R,5.65,55.6,44.4,,,
Illinois,2014.0,District 13,13.0,2012-01-01,123337.0,"Davis, Rodney L.",Incumbent,86935.0,"Callis, Ann E.",Challenger,,,,,,36402.0,R,0.0,58.66,41.34,,,
Illinois,2014.0,District 14,14.0,2012-01-01,145369.0,"Hultgren, Randy M.",Incumbent,76861.0,"Anderson, Dennis",Challenger,,,,,,68508.0,R,0.0,65.41,34.59,,,
Illinois,2014.0,District 15,15.0,2012-01-01,166274.0,"Shimkus, John M.",Incumbent,55652.0,"Thorsland, Eric",Challenger,,,,,,110622.0,R,0.0,74.92,25.08,,,
Illinois,2014.0,District 16,16.0,2012-01-01,153388.0,"Kinzinger, Adam",Incumbent,63810.0,"Olsen, Randall Wayne",Challenger,,,,,,89578.0,R,0.0,70.62,29.38,,,
Illinois,2014.0,District 17,17.0,2012-01-01,88785.0,"Schilling, Bobby",Challenger,110560.0,"Bustos, Cheri",Incumbent,Write-in,16.0,"Fawell, Bill",Challenger,,21775.0,D,0.01,44.54,55.46,,,
Illinois,2014.0,District 18,18.0,2012-01-01,184363.0,"Schock, Aaron",Incumbent,62377.0,"Miller, Darrel Ervin",Challenger,,,,,,121986.0,R,0.0,74.72,25.28,,,
Illinois,2012.0,District 1,1.0,2012-01-01,83989.0,"Peloquin, Donald E.",Challenger,236854.0,"Rush, Bobby L.",Incumbent,Write-in,1.0,"Hawkins, John",Challenger,,152865.0,D,0.0,26.18,73.82,,,
Illinois,2012.0,District 2,2.0,2012-01-01,69115.0,"Woodworth, Brian",Challenger,188303.0,"Jackson, Jesse L. Jr.",Incumbent,Independent,40006.0,"Lewis, Marcus",Challenger,288.0,119188.0,D,13.44,26.85,73.15,"The other vote was: Williams, Anthony W. (Write-in) 288",,
Illinois,2012.0,District 3,3.0,2012-01-01,77653.0,"Grabowski, Richard",Challenger,168738.0,"Lipinski, Daniel William",Incumbent,Write-in,7.0,"Anderson, Laura",Challenger,,91085.0,D,0.0,31.52,68.48,,,
Illinois,2012.0,District 4,4.0,2012-01-01,27279.0,"Concepcion, Hector",Challenger,133226.0,"Gutierrez, Luis V.",Incumbent,Write-in,4.0,"Viramontes, Ymelda",Challenger,,105947.0,D,0.0,17.0,83.0,,,
Illinois,2012.0,District 5,5.0,2012-01-01,77289.0,"Schmitt, Dan",Challenger,177729.0,"Quigley, Mike",Incumbent,Green,15359.0,"Wade, Nancy",Challenger,,100440.0,D,5.68,30.31,69.69,,,
Illinois,2012.0,District 6,6.0,2012-01-01,193138.0,"Roskam, Peter J.",Incumbent,132991.0,"Coolidge, Leslie",Challenger,,,,,,60147.0,R,0.0,59.22,40.78,,,
Illinois,2012.0,District 7,7.0,2012-01-01,31466.0,"Zak, Rita",Challenger,242439.0,"Davis, Danny K.",Incumbent,Independent,12523.0,"Monaghan, John",Challenger,7.0,210973.0,D,4.37,11.49,88.51,"The other vote was: Collins, Phil (Write-in) 5; Richter, Dennis (Write-in) 2",,
Illinois,2012.0,District 8,8.0,2012-01-01,101860.0,"Walsh, Joe",Incumbent,123206.0,"Duckworth, Tammy",Challenger,,,,,,21346.0,D,0.0,45.26,54.74,,,
Illinois,2012.0,District 9,9.0,2012-01-01,98924.0,"Wolfe, Timothy",Challenger,194869.0,"Schakowsky, Janice D.",Incumbent,Write-in,8.0,"Shioura, Hilaire Fuji",Challenger,6.0,95945.0,D,0.0,33.67,66.33,"The other vote was: Atanus, Susanne (Write-in) 6",,
Illinois,2012.0,District 10,10.0,2012-01-01,130564.0,"Dold, Robert",Incumbent,133890.0,"Schneider, Brad",Challenger,,,,,,3326.0,D,0.0,49.37,50.63,,,
Illinois,2012.0,District 11,11.0,2012-01-01,105348.0,"Biggert, Judy",Incumbent,148928.0,"Foster, Bill",Challenger,Write-in,19.0,"Michel, Chris",Challenger,,43580.0,D,0.01,41.43,58.57,,,
Illinois,2012.0,District 12,12.0,2012-01-01,129902.0,"Plummer, Jason",Challenger,157000.0,"Enyart, William",Challenger,Green,17045.0,"Bradshaw, Paula",Challenger,2.0,27098.0,D,5.61,45.28,54.72,"The other vote was: Horton, Shon-Tiyon (Write-in) 2",,
Illinois,2012.0,District 13,13.0,2012-01-01,137034.0,"Davis, Rodney L.",Challenger,136032.0,"Gill, David M.",Challenger,Independent,21319.0,"Hartman, John",Challenger,,1002.0,R,7.24,50.18,49.82,,,
Illinois,2012.0,District 14,14.0,2012-01-01,177603.0,"Hultgren, Randy M.",Incumbent,124351.0,"Anderson, Dennis",Challenger,,,,,,53252.0,R,0.0,58.82,41.18,,,
Illinois,2012.0,District 15,15.0,2012-01-01,205775.0,"Shimkus, John M.",Incumbent,94162.0,"Michael, Angela",Challenger,,,,,,111613.0,R,0.0,68.61,31.39,,,
Illinois,2012.0,District 16,16.0,2012-01-01,181789.0,"Kinzinger, Adam",Incumbent,112301.0,"Rohl, Wanda",Challenger,,,,,,69488.0,R,0.0,61.81,38.19,,,
Illinois,2012.0,District 17,17.0,2012-01-01,134623.0,"Schilling, Bobby",Incumbent,153519.0,"Bustos, Cheri",Challenger,Write-in,10.0,"Reyes, Eric",Challenger,9.0,18896.0,D,0.0,46.72,53.28,"The other vote was: Faber, Joe (Write-in) 9",,
Illinois,2012.0,District 18,18.0,2012-01-01,244467.0,"Schock, Aaron",Incumbent,85164.0,"Waterworth, Steve",Challenger,,,,,,159303.0,R,0.0,74.16,25.84,,,
Illinois,2010.0,District 1,1.0,2002-01-01,29253.0,"Wardingley, Raymond G.",Challenger,148170.0,"Rush, Bobby L.",Incumbent,,,,,6963.0,118917.0,D,0.0,16.49,83.51,,,
Illinois,2010.0,District 2,2.0,2002-01-01,25883.0,"Hayes, Isaac C.",Challenger,150666.0,"Jackson, Jesse L. Jr.",Incumbent,,,,,10564.0,124783.0,D,0.0,14.66,85.34,,,
Illinois,2010.0,District 3,3.0,2002-01-01,40479.0,"Bendas, Michael A.",Challenger,116120.0,"Lipinski, Daniel William",Incumbent,,,,,10028.0,75641.0,D,0.0,25.85,74.15,,,
Illinois,2010.0,District 4,4.0,2002-01-01,11711.0,"Vasquez, Israel",Challenger,63273.0,"Gutierrez, Luis V.",Incumbent,,,,,6808.0,51562.0,D,0.0,15.62,84.38,,,
Illinois,2010.0,District 5,5.0,2002-01-01,38935.0,"Ratowitz, David",Challenger,108360.0,"Quigley, Mike",Incumbent,,,,,6140.0,69425.0,D,0.0,26.43,73.57,,,
Illinois,2010.0,District 6,6.0,2002-01-01,114456.0,"Roskam, Peter J.",Incumbent,65379.0,"Lowe, Benjamin S.",Challenger,,,,,,49077.0,R,0.0,63.65,36.35,,,
Illinois,2010.0,District 7,7.0,2002-01-01,29575.0,"Weiman, Mark M.",Challenger,149846.0,"Davis, Danny K.",Incumbent,,,,,4428.0,120271.0,D,0.0,16.48,83.52,,,
Illinois,2010.0,District 8,8.0,2002-01-01,98115.0,"Walsh, Joe",Challenger,97825.0,"Bean, Melissa L.",Incumbent,,,,,6495.0,290.0,R,0.0,50.07,49.93,,,
Illinois,2010.0,District 9,9.0,2002-01-01,55182.0,"Pollak, Joel Barry",Challenger,117553.0,"Schakowsky, Janice D.",Incumbent,,,,,4472.0,62371.0,D,0.0,31.95,68.05,,,
Illinois,2010.0,District 10,10.0,2002-01-01,109941.0,"Dold, Robert",Challenger,105290.0,"Seals, Daniel J.",Challenger,,,,,1.0,4651.0,R,0.0,51.08,48.92,,,
Illinois,2010.0,District 11,11.0,2002-01-01,129108.0,"Kinzinger, Adam",Challenger,96019.0,"Halvorson, Deborah L.",Incumbent,,,,,,33089.0,R,0.0,57.35,42.65,,,
Illinois,2010.0,District 12,12.0,2002-01-01,74046.0,"Newman, Teri",Challenger,121272.0,"Costello, Jerry F.",Incumbent,,,,,7387.0,47226.0,D,0.0,37.91,62.09,,,
Illinois,2010.0,District 13,13.0,2002-01-01,152132.0,"Biggert, Judy",Incumbent,86281.0,"Harper, Scott",Challenger,,,,,,65851.0,R,0.0,63.81,36.19,,,
Illinois,2010.0,District 14,14.0,2002-01-01,112369.0,"Hultgren, Randy M.",Challenger,98645.0,"Foster, Bill",Incumbent,,,,,7999.0,13724.0,R,0.0,53.25,46.75,,,
Illinois,2010.0,District 15,15.0,2002-01-01,136915.0,"Johnson, Timothy V.",Incumbent,75948.0,"Gill, David M.",Challenger,,,,,,60967.0,R,0.0,64.32,35.68,,,
Illinois,2010.0,District 16,16.0,2002-01-01,138299.0,"Manzullo, Donald",Incumbent,66037.0,"Gaulrapp, George W.",Challenger,,,,,8425.0,72262.0,R,0.0,67.68,32.32,,,
Illinois,2010.0,District 17,17.0,2002-01-01,104583.0,"Schilling, Bobby",Challenger,85454.0,"Hare, Phil",Incumbent,,,,,8861.0,19129.0,R,0.0,55.03,44.97,,,
Illinois,2010.0,District 18,18.0,2002-01-01,152868.0,"Schock, Aaron",Incumbent,57046.0,"Hirner, Deirdre",Challenger,,,,,11256.0,95822.0,R,0.0,72.82,27.18,,,
Illinois,2010.0,District 19,19.0,2002-01-01,166166.0,"Shimkus, John M.",Incumbent,67132.0,"Bagwell, Tim",Challenger,,,,,,99034.0,R,0.0,71.22,28.78,,,
Illinois,2008.0,District 1,1.0,2002-01-01,38361.0,"Members, Antoine",Challenger,233036.0,"Rush, Bobby L.",Incumbent,,,,,,194675.0,D,0.0,14.13,85.87,,,
Illinois,2008.0,District 2,2.0,2002-01-01,29721.0,"Williams, Anthony W.",Challenger,251052.0,"Jackson, Jesse L. Jr.",Incumbent,,,,,3.0,221331.0,D,0.0,10.59,89.41,,,
Illinois,2008.0,District 3,3.0,2002-01-01,50336.0,"Hawkins, Michael",Challenger,172581.0,"Lipinski, Daniel William",Incumbent,,,,,12607.0,122245.0,D,0.0,22.58,77.42,,,
Illinois,2008.0,District 4,4.0,2002-01-01,16024.0,"Cunningham, Daniel",Challenger,112529.0,"Gutierrez, Luis V.",Incumbent,,,,,11053.0,96505.0,D,0.0,12.46,87.54,,,
Illinois,2008.0,District 5,5.0,2002-01-01,50881.0,"Hanson, Tom",Challenger,170728.0,"Emanuel, Rahm",Incumbent,,,,,9283.0,119847.0,D,0.0,22.96,77.04,,,
Illinois,2008.0,District 6,6.0,2002-01-01,147906.0,"Roskam, Peter J.",Incumbent,109007.0,"Morgenthaler, Jill",Challenger,,,,,,38899.0,R,0.0,57.57,42.43,,,
Illinois,2008.0,District 7,7.0,2002-01-01,41474.0,"Miller, Steve",Challenger,235343.0,"Davis, Danny K.",Incumbent,,,,,,193869.0,D,0.0,14.98,85.02,,,
Illinois,2008.0,District 8,8.0,2002-01-01,116081.0,"Greenberg, Steve",Challenger,179444.0,"Bean, Melissa L.",Incumbent,,,,,,63363.0,D,0.0,39.28,60.72,,,
Illinois,2008.0,District 9,9.0,2002-01-01,53593.0,"Younan, Michael Benjamin",Challenger,181948.0,"Schakowsky, Janice D.",Incumbent,,,,,8153.0,128355.0,D,0.0,22.75,77.25,,,
Illinois,2008.0,District 10,10.0,2002-01-01,153082.0,"Kirk, Mark Steven",Incumbent,138176.0,"Seals, Daniel J.",Challenger,,,,,,14906.0,R,0.0,52.56,47.44,,,
Illinois,2008.0,District 11,11.0,2002-01-01,109608.0,"Ozinga, Marty",Challenger,185652.0,"Halvorson, Deborah L.",Challenger,,,,,22635.0,76044.0,D,0.0,37.12,62.88,,,
Illinois,2008.0,District 12,12.0,2002-01-01,74382.0,"Timothy, Jay Richardson Jr.",Challenger,212891.0,"Costello, Jerry F.",Incumbent,,,,,10908.0,138509.0,D,0.0,25.89,74.11,,,
Illinois,2008.0,District 13,13.0,2002-01-01,180888.0,"Biggert, Judy",Incumbent,147430.0,"Harper, Scott",Challenger,,,,,9453.0,33458.0,R,0.0,55.1,44.9,,,
Illinois,2008.0,District 14,14.0,2002-01-01,135653.0,"Oberweis, Jim",Challenger,185404.0,"Foster, Bill",Incumbent,,,,,,49751.0,D,0.0,42.25,57.75,,,
Illinois,2008.0,District 15,15.0,2002-01-01,187121.0,"Johnson, Timothy V.",Incumbent,104393.0,"Cox, Steve",Challenger,,,,,,82728.0,R,0.0,64.19,35.81,,,
Illinois,2008.0,District 16,16.0,2002-01-01,190039.0,"Manzullo, Donald",Incumbent,112648.0,"Abboud, Robert G.",Challenger,,,,,9533.0,77391.0,R,0.0,62.78,37.22,,,
Illinois,2008.0,District 17,17.0,2002-01-01,,,,220961.0,"Hare, Phil",Incumbent,,,,,517.0,220961.0,D,0.0,0.0,100.0,,,
Illinois,2008.0,District 18,18.0,2002-01-01,182589.0,"Schock, Aaron",Challenger,117642.0,"Callahan, Colleen",Challenger,,,,,9857.0,64947.0,R,0.0,60.82,39.18,,,
Illinois,2008.0,District 19,19.0,2002-01-01,203434.0,"Shimkus, John M.",Incumbent,105338.0,"Davis, Daniel",Challenger,,,,,6817.0,98096.0,R,0.0,65.88,34.12,,,
Illinois,2006.0,District 1,1.0,2002-01-01,27804.0,"Tabour, Jason E.",Challenger,146623.0,"Rush, Bobby L.",Incumbent,,,,,,118819.0,D,0.0,15.94,84.06,,,
Illinois,2006.0,District 2,2.0,2002-01-01,20395.0,"Belin, Robert",Challenger,146347.0,"Jackson, Jesse L. Jr.",Incumbent,,,,,5748.0,125952.0,D,0.0,12.23,87.77,,,
Illinois,2006.0,District 3,3.0,2002-01-01,37954.0,"Wardingley, Raymond G.",Challenger,127768.0,"Lipinski, Daniel William",Incumbent,,,,,,89814.0,D,0.0,22.9,77.1,,,
Illinois,2006.0,District 4,4.0,2002-01-01,11532.0,"Melichar, Ann",Challenger,69910.0,"Gutierrez, Luis V.",Incumbent,,,,,,58378.0,D,0.0,14.16,85.84,,,
