year,name,district,approval,same_as_president
2010,"Muri, Richard (Dick)",WA-09,0.51,False
2010,"McKinley, David B.",WV-01,0.34,False
2010,"Oliverio, Michael Angelo, III",WV-01,0.34,True
2010,"Capito, Shelley Moore",WV-02,0.34,False
2010,"Graf, Virginia Lynch",WV-02,0.34,True
2010,"Hudok, Phil",WV-02,0.34,False
2010,"Rahall, Nick Joe, II",WV-03,0.34,True
2010,"Maynard, Elliott E.",WV-03,0.34,False
2010,"Ryan, Paul",WI-01,0.48,False
2010,"Heckenlively, John",WI-01,0.48,True
2010,"Kexel, Joseph",WI-01,0.48,False
2010,"Baldwin, Tammy",WI-02,0.48,True
2010,"Lee, Chad",WI-02,0.48,False
2010,"Kind, Ron",WI-03,0.48,True
2010,"Kapanke, Dan",WI-03,0.48,False
2010,"Krsiean, Michael",WI-03,0.48,False
2010,"Moore, Gwen",WI-04,0.48,True
2010,"Sebring, Dan",WI-04,0.48,False
2010,"Ayyash, Eddie Ahmad",WI-04,0.48,False
2010,"Sensenbrenner, F. James, Jr.",WI-05,0.48,False
2010,"Kolosso, Todd P.",WI-05,0.48,True
2010,"Raymond, Robert R.",WI-05,0.48,False
2010,"Petri, Tom",WI-06,0.48,False
2010,"Kallas, Joseph C.",WI-06,0.48,True
2010,"Duffy, Sean",WI-07,0.48,False
2010,"Lassa, Julie M.",WI-07,0.48,True
2010,"Kauther, Gary",WI-07,0.48,False
2010,"Ribble, Reid J.",WI-08,0.48,False
2010,"Kagen, Steven L.",WI-08,0.48,True
2010,"Lummis, Cynthia M.",WY-00,,False
2010,"Wendt, David",WY-00,,True
2010,"Love, John V.",WY-00,,False
2012,"Bonner, Jo",AL-01,0.36,False
2012,"Roby, Martha",AL-02,0.36,False
2012,"Ford, Therese",AL-02,0.36,True
2012,"Rogers, Mike",AL-03,0.36,False
2012,"Harris, John Andrew",AL-03,0.36,True
2012,"Aderholt, Robert",AL-04,0.36,False
2012,"Boman, Daniel H.",AL-04,0.36,True
2012,"Brooks, Mo",AL-05,0.36,False
2012,"Holley, Charlie L.",AL-05,0.36,True
2012,"Bachus, Spencer",AL-06,0.36,False
2012,"Bailey, Penny ""Colonel""",AL-06,0.36,True
2012,"Sewell, Terri A.",AL-07,0.36,True
2012,"Chamberlain, Don",AL-07,0.36,False
2012,"Young, Don",AK-00,,False
2012,"Cissna, Sharon M.",AK-00,,True
2012,"McDermott, Jim C.",AK-00,,False
2012,"Gianoutsos, Ted",AK-00,,False
2012,"Kirkpatrick, Ann",AZ-01,0.42,True
2012,"Paton, Jonathan",AZ-01,0.42,False
2012,"Allen, Kim",AZ-01,0.42,False
2012,"Barber, Ron",AZ-02,0.42,True
2012,"McSally, Martha",AZ-02,0.42,False
2012,"Prowell, Anthony",AZ-02,0.42,False
2012,"Grijalva, Raúl M.",AZ-03,0.42,True
2012,"Saucedo Mercer, Gabriela",AZ-03,0.42,False
2012,"Guerra, Blanca",AZ-03,0.42,False
2012,"Gosar, Raul",AZ-04,0.42,False
2012,"Robinson, Johnnie",AZ-04,0.42,True
2012,"Pamelia, Joe",AZ-04,0.42,False
2012,"Grayson, Richard",AZ-04,0.42,False
2012,"Salmon, Matt",AZ-05,0.42,False
2012,"Morgan, Spencer",AZ-05,0.42,True
2012,"Schweikert, David",AZ-06,0.42,False
2012,"Jette, Matt",AZ-06,0.42,True
2012,"Anderson, Jack",AZ-06,0.42,False
2012,"Salazar, Mark",AZ-06,0.42,False
2012,"Ketover, James",AZ-06,0.42,False
2012,"Pastor, Ed",AZ-07,0.42,True
2012,"Cobb, Joe",AZ-07,0.42,False
2012,"Franks, Trent",AZ-08,0.42,False
2012,"Scharer, Gene",AZ-08,0.42,True
2012,"Dolgos, Stephen",AZ-08,0.42,False
2012,"Sinema, Kyrsten",AZ-09,0.42,True
2012,"Parker, Vernon B.",AZ-09,0.42,False
2012,"Gammill, Powell",AZ-09,0.42,False
2012,"Crawford, Rick",AR-01,0.37,False
2012,"Ellington, Scott",AR-01,0.37,True
2012,"Paxton, Jessica",AR-01,0.37,False
2012,"Holloway, Jacob",AR-01,0.37,False
2012,"Griffin, Tim",AR-02,0.37,False
2012,"Rule, Herb",AR-02,0.37,True
2012,"Ward, Barbara",AR-02,0.37,False
2012,"Hayes, Chris",AR-02,0.37,False
2012,"Womack, Steve",AR-03,0.37,False
2012,"Kennedy, Rebekah",AR-03,0.37,False
2012,"Pangrac, David",AR-03,0.37,False
2012,"Cotton, Tom",AR-04,0.37,False
2012,"Jeffress, Gene",AR-04,0.37,True
2012,"Tullis, Bobby",AR-04,0.37,False
2012,"Drake, J. Joshua",AR-04,0.37,False
2012,"La Malfa, Doug",CA-01,0.52,False
2012,"Reed, Jim",CA-01,0.52,True
2012,"Huffman, Jared",CA-02,0.52,True
2012,"Roberts, Daniel W.",CA-02,0.52,False
2012,"Garamendi, John",CA-03,0.52,True
2012,"Vann, Kim",CA-03,0.52,False
2012,"McClintock, Tom",CA-04,0.52,False
2012,"Uppal, Jack",CA-04,0.52,True
2012,"Thompson, Mike",CA-05,0.52,True
2012,"Loftin, Randy",CA-05,0.52,False
2012,"Matsui, Doris",CA-06,0.52,True
2012,"McRay, Joseph, Sr.",CA-06,0.52,False
2012,"Bera, Ami",CA-07,0.52,True
2012,"Lungren, Dan",CA-07,0.52,False
2012,"Cook, Paul",CA-08,0.52,False
2012,"Imus, Gregg",CA-08,0.52,False
2012,"McNerney, Jerry",CA-09,0.52,True
2012,"Gill, Ricky",CA-09,0.52,False
2012,"Denham, Jeff",CA-10,0.52,False
2012,"Hernandez, Jose",CA-10,0.52,True
2012,"Miller, George",CA-11,0.52,True
2012,"Fuller, Virginia",CA-11,0.52,False
2012,"Pelosi, Nancy",CA-12,0.52,True
2012,"Dennis, John",CA-12,0.52,False
2012,"Lee, Barbara",CA-13,0.52,True
2012,"Singleton, Marilyn M.",CA-13,0.52,False
2012,"Speier, Jackie",CA-14,0.52,True
2012,"Bacigalupi, Deborah (Debbie)",CA-14,0.52,False
2012,"Swalwell, Eric",CA-15,0.52,True
2012,"Stark, Fortney Pete",CA-15,0.52,True
2012,"Costa, Jim",CA-16,0.52,True
2012,"Whelan, Brian Daniel",CA-16,0.52,False
2012,"Honda, Mike",CA-17,0.52,True
2012,"Li, Evelyn",CA-17,0.52,False
2012,"Eshoo, Anna G.",CA-18,0.52,True
2012,"Chapman, Dave",CA-18,0.52,False
2012,"Lofgren, Zoe",CA-19,0.52,True
2012,"Murray, Robert",CA-19,0.52,False
2012,"Farr, Sam",CA-20,0.52,True
2012,"Taylor, Jeff",CA-20,0.52,False
2012,"Valadao, David G.",CA-21,0.52,False
2012,"Hernandez, John",CA-21,0.52,True
2012,"Nunes, Devin G.",CA-22,0.52,False
2012,"Lee, Otto",CA-22,0.52,True
2012,"McCarthy, Kevin",CA-23,0.52,False
2012,"Phillips, Terry",CA-23,0.52,False
2012,"Capps, Lois",CA-24,0.52,True
2012,"Maldonado, Abel",CA-24,0.52,False
2012,"McKeon, Howard P. ""Buck""",CA-25,0.52,False
2012,"Rogers, Lee C.",CA-25,0.52,True
2012,"Brownley, Julia",CA-26,0.52,True
2012,"Strickland, Tony",CA-26,0.52,False
2012,"Chu, Judy",CA-27,0.52,True
2012,"Orswell, Jack",CA-27,0.52,False
2012,"Schiff, Adam",CA-28,0.52,True
2012,"Jennerjahn, Phil",CA-28,0.52,False
2012,"Cárdenas, Tony",CA-29,0.52,True
2012,"Hernandez, David R.",CA-29,0.52,False
2012,"Sherman, Brad",CA-30,0.52,True
2012,"Berman, Howard L.",CA-30,0.52,True
2012,"Miller, Gary G.",CA-31,0.52,False
2012,"Dutton, Bob",CA-31,0.52,False
2012,"Napolitano, Grace F.",CA-32,0.52,True
2012,"Miller, David L.",CA-32,0.52,False
2012,"Waxman, Henry A.",CA-33,0.52,True
2012,"Bloomfield, Bill",CA-33,0.52,False
2012,"Becerra, Xavier",CA-34,0.52,True
2012,"Smith, Stephen C.",CA-34,0.52,False
2012,"McLeod, Gloria Negrete",CA-35,0.52,True
2012,"Baca, Joe",CA-35,0.52,True
2012,"Ruiz, Raul",CA-36,0.52,True
2012,"Mack, Mary Bono",CA-36,0.52,False
2012,"Bass, Karen R.",CA-37,0.52,True
2012,"Osborne, Morgan",CA-37,0.52,False
2012,"Sánchez, Linda T.",CA-38,0.52,True
2012,"Campos, Benjamin",CA-38,0.52,False
2012,"Royce, Ed",CA-39,0.52,False
2012,"Chen, Jay",CA-39,0.52,True
2012,"Roybal-Allard, Lucille",CA-40,0.52,True
2012,"Sanchez, David",CA-40,0.52,True
2012,"Takano, Mark",CA-41,0.52,True
2012,"Tavaglione, John",CA-41,0.52,False
2012,"Calvert, Ken",CA-42,0.52,False
2012,"Williamson, Michael",CA-42,0.52,True
2012,"Waters, Maxine",CA-43,0.52,True
2012,"Flores, Bob",CA-43,0.52,True
2012,"Hahn, Janice",CA-44,0.52,True
2012,"Richardson, Laura",CA-44,0.52,True
2012,"Campbell, John",CA-45,0.52,False
2012,"Kang, Sukhee",CA-45,0.52,True
2012,"Sanchez, Loretta",CA-46,0.52,True
2012,"Hayden, Jerry",CA-46,0.52,False
2012,"Lowenthal, Alan",CA-47,0.52,True
2012,"DeLong, Gary",CA-47,0.52,False
2012,"Rohrabacher, Dana",CA-48,0.52,False
2012,"Varasteh, Ron",CA-48,0.52,True
2012,"Issa, Darrell",CA-49,0.52,False
2012,"Tetalman, Jerry",CA-49,0.52,True
2012,"Hunter, Duncan D.",CA-50,0.52,False
2012,"Secor, David B.",CA-50,0.52,True
2012,"Vargas, Juan",CA-51,0.52,True
2012,"Crimmins, Michael",CA-51,0.52,False
2012,"Peters, Scott",CA-52,0.52,True
2012,"Bilbray, Brian",CA-52,0.52,False
2012,"Davis, Susan A.",CA-53,0.52,True
2012,"Popaditch, Nick",CA-53,0.52,False
2012,"DeGette, Diana",CO-01,0.43,True
2012,"Stroud, Danny",CO-01,0.43,False
2012,"Atwood, Frank",CO-01,0.43,False
2012,"Swing, Gary",CO-01,0.43,False
2012,"Juniel, Thomas Henry",CO-01,0.43,False
2012,"Polis, Jared",CO-02,0.43,True
2012,"Lundberg, Kevin",CO-02,0.43,False
2012,"Luallin, Randy",CO-02,0.43,False
2012,"Hall, Susan P.",CO-02,0.43,False
2012,"Tipton, Scott R.",CO-03,0.43,False
2012,"Pace, Sal",CO-03,0.43,True
2012,"Casida, Tisha T.",CO-03,0.43,False
2012,"Gilman, Gregory",CO-03,0.43,False
2012,"McMillan, Jaime",CO-03,0.43,False
2012,"Gardner, Cory",CO-04,0.43,False
2012,"Shaffer, Brandon",CO-04,0.43,True
2012,"Gilliland, Josh",CO-04,0.43,False
2012,"Aden, Doug",CO-04,0.43,False
2012,"Lamborn, Doug",CO-05,0.43,False
2012,"Anderson, Dave",CO-05,0.43,False
2012,"Pirtle, Jim",CO-05,0.43,False
2012,"Luzov, Misha",CO-05,0.43,False
2012,"Harvell, Kenneth R.",CO-05,0.43,False
2012,"Cantrell, George Allen",CO-05,0.43,False
2012,"Coffman, Mike",CO-06,0.43,False
2012,"Miklosi, Joe",CO-06,0.43,True
2012,"Polhemus, Kathy",CO-06,0.43,False
2012,"Provost, Patrick E.",CO-06,0.43,False
2012,"Perlmutter, Ed",CO-07,0.43,True
2012,"Coors, Joe",CO-07,0.43,False
2012,"Campbell, Douglas ""Dayhorse""",CO-07,0.43,False
2012,"Bailey, Buck",CO-07,0.43,False
2012,"Larson, John B.",CT-01,0.53,False
2012,"Decker, John Henry",CT-01,0.53,False
2012,"DeRosa, S. Michael",CT-01,0.53,False
2012,"Corey, Matthew M.",CT-01,0.53,False
2012,"Courtney, Joe",CT-02,0.53,False
2012,"Formica, Paul M.",CT-02,0.53,False
2012,"Bennett, Colin D.",CT-02,0.53,False
2012,"Reale, Daniel J.",CT-02,0.53,False
2012,"DeLauro, Rosa L.",CT-03,0.53,False
2012,"Winsley, Wayne",CT-03,0.53,False
2012,"Concepcion, Hector W., Jr.",CT-03,0.53,False
2012,"Packard, Stephen ""Steve""",CT-03,0.53,False
2012,"Himes, Jim",CT-04,0.53,False
2012,"Obsitnik, Stephen",CT-04,0.53,False
2012,"Esty, Elizabeth",CT-05,0.53,False
2012,"Roraback, Andrew",CT-05,0.53,False
2012,"Pistone, John",CT-05,0.53,False
2012,"Jaeger, Russ",CT-05,0.53,False
2012,"Carney, John C., Jr.",DE-00,,True
2012,"Kovach, Thomas H.",DE-00,,False
2012,"August, Bernard",DE-00,,False
2012,"Gesty, Scott",DE-00,,False
2012,"Miller, Jeff",FL-01,0.46,False
2012,"Bryan, Jim",FL-01,0.46,True
2012,"Fretts, Calen",FL-01,0.46,False
2012,"Drummond, William Cleave, II",FL-01,0.46,False
2012,"Southerland, Steve",FL-02,0.46,False
2012,"Lawson, Al",FL-02,0.46,True
2012,"Miller, Floyd Patrick",FL-02,0.46,False
2012,"Yoho, Ted",FL-03,0.46,False
2012,"Gaillot, J.R.",FL-03,0.46,True
2012,"Dodds, Philip",FL-03,0.46,False
2012,"Crenshaw, Ander",FL-04,0.46,False
2012,"Klauder, Jim",FL-04,0.46,False
2012,"Koniz, Gary",FL-04,0.46,False
2012,"Brown, Corrine",FL-05,0.46,True
2012,"Kolb, LeAnne",FL-05,0.46,False
2012,"Fleming, Eileen",FL-05,0.46,False
2012,"Riggs, Bruce Ray",FL-05,0.46,False
2012,"Desantis, Ron",FL-06,0.46,False
2012,"Beaven, Heather",FL-06,0.46,True
2012,"Mica, John",FL-07,0.46,False
2012,"Kendall, Jason H.",FL-07,0.46,True
2012,"Marra, Fred",FL-07,0.46,False
2012,"Posey, Bill",FL-08,0.46,False
2012,"Roberts, Shannon",FL-08,0.46,True
2012,"Gillmor, Richard H.",FL-08,0.46,False
2012,"Grayson, Alan",FL-09,0.46,True
2012,"Long, Todd",FL-09,0.46,False
2012,"Webster, Daniel",FL-10,0.46,False
2012,"Demings, Val B.",FL-10,0.46,True
2012,"Seegolam, Naipaul",FL-10,0.46,False
2012,"Nugent, Richard B. ""Rich""",FL-11,0.46,False
2012,"Werder, H. David",FL-11,0.46,True
2012,"Bilirakis, Gus Michael",FL-12,0.46,False
2012,"Snow, Jonathan Michael",FL-12,0.46,True
2012,"Russell, John",FL-12,0.46,False
2012,"Elliott, Paul Sidney",FL-12,0.46,False
2012,"Young, C.W . Bill",FL-13,0.46,False
2012,"Ehrlich, Jessica",FL-13,0.46,True
2012,"Castor, Kathy",FL-14,0.46,True
2012,"Otero, Evelio ""EJ""",FL-14,0.46,False
2012,"Ross, Dennis",FL-15,0.46,False
2012,"Buchanan, Vern",FL-16,0.46,False
2012,"Fitzgerald, Keith",FL-16,0.46,True
2012,"Rooney, Tom",FL-17,0.46,False
2012,"Bronson, William",FL-17,0.46,True
2012,"Baumann, Tom",FL-17,0.46,False
2012,"Murphy, Patrick",FL-18,0.46,True
2012,"West, Allen B.",FL-18,0.46,False
2012,"Holloman, Marilyn Davis",FL-18,0.46,False
2012,"Radel, Trey",FL-19,0.46,False
2012,"Roach, Jim",FL-19,0.46,True
2012,"Smith, Brandon M.",FL-19,0.46,False
2012,"Hastings, Alcee L.",FL-20,0.46,True
2012,"Terry, Randall",FL-20,0.46,False
2012,"Dutrow, Anthony M.",FL-20,0.46,False
2012,"Deutch, Ted",FL-21,0.46,True
2012,"Trout, W. Michael ""Mike""",FL-21,0.46,False
2012,"Henao, Cesar",FL-21,0.46,False
2012,"Frankel, Lois",FL-22,0.46,True
2012,"Hasner, Adam",FL-22,0.46,False
2012,"Wasserman Schultz, Debbie",FL-23,0.46,True
2012,"Harrington, Karen",FL-23,0.46,False
2012,"Katz, IIya",FL-23,0.46,False
2012,"Wilson, Frederica S.",FL-24,0.46,True
2012,"Diaz-Balart, Mario",FL-25,0.46,False
2012,"Blumenthal, Stanley",FL-25,0.46,False
2012,VoteForEddie.Com,FL-25,0.46,False
2012,"Garcia, Joe",FL-26,0.46,True
2012,"Rivera, David",FL-26,0.46,False
2012,"Fernandez, Angel",FL-26,0.46,False
2012,"Peixoto, Jose",FL-26,0.46,False
2012,"Ros-Lehtinen, Ileana",FL-27,0.46,False
2012,"Yevancey, Manny",FL-27,0.46,True
2012,"Cruz-Wiggins, Thomas Joe",FL-27,0.46,False
2012,"Kingston, Jack",GA-01,0.46,False
2012,"Messinger, Lesli Rae",GA-01,0.46,True
2012,"Bishop, Sanford",GA-02,0.46,True
2012,"House, John",GA-02,0.46,False
2012,"Westmoreland, Lynn",GA-03,0.46,False
2012,"Ferguson, David",GA-03,0.46,False
2012,"Johnson, Henry C. ""Hank""",GA-04,0.46,True
2012,"Vaughn, J. Chris",GA-04,0.46,False
2012,"McKinney, Cynthia",GA-04,0.46,False
2012,"Fruit, Rachele",GA-04,0.46,False
2012,"Lewis, John",GA-05,0.46,True
2012,"Stopeck, Howard",GA-05,0.46,False
2012,"Benson, John",GA-05,0.46,False
2012,"Davis, Raymond",GA-05,0.46,False
2012,"Price, Tom",GA-06,0.46,False
2012,"Kazanow, Jeff",GA-06,0.46,True
2012,"Woodall, Rob",GA-07,0.46,False
2012,"Reilly, Steve",GA-07,0.46,True
2012,"Scott, Austin",GA-08,0.46,False
2012,"Collins, Doug",GA-09,0.46,False
2012,"Cooley, Jody",GA-09,0.46,True
2012,"Broun, Paul C.",GA-10,0.46,False
2012,"Brown, Brian Russell",GA-10,0.46,False
2012,"Gingrey, Phil",GA-11,0.46,False
2012,"Thompson, Patrick",GA-11,0.46,True
2012,"Levene, Allan",GA-11,0.46,False
2012,"Barrow, John",GA-12,0.46,True
2012,"Anderson, Lee",GA-12,0.46,False
2012,"Scott, David",GA-13,0.46,True
2012,"Malik, S.",GA-13,0.46,False
2012,"Graves, Tom",GA-14,0.46,False
2012,"Grant, Daniel ""Danny""",GA-14,0.46,True
2012,"Hanabusa, Colleen W.",HI-01,,True
2012,"Djou, Charles K.",HI-01,,False
2012,"Gabbard, Tulsi",HI-02,,True
2012,"Crowley, Kawika",HI-02,,False
2012,"Labrador, Raul R.",ID-01,0.31,False
2012,"Farris, Jimmy",ID-01,0.31,True
2012,"Oates, Rob",ID-01,0.31,False
2012,Pro-Life,ID-01,0.31,False
2012,"Simpson, Mike",ID-02,0.31,False
2012,"LeFavour, Nicole",ID-02,0.31,True
2012,"Chappell, Jack Wayne",ID-02,0.31,False
2012,"Rush, Bobby L.",IL-01,0.51,True
2012,"Peloquin, Donald E.",IL-01,0.51,False
2012,"Hawkins, John",IL-01,0.51,False
2012,"Jackson, Jesse L., Jr.",IL-02,0.51,True
2012,"Woodworth, Brian",IL-02,0.51,False
2012,"Lewis, Marcus",IL-02,0.51,False
2012,"Williams, Anthony W.",IL-02,0.51,False
2012,"Lipinski, Daniel William",IL-03,0.51,True
2012,"Grabowski, Richard L.",IL-03,0.51,False
2012,"Anderson, Laura",IL-03,0.51,False
2012,"Gutierrez, Luis V.",IL-04,0.51,True
2012,"Concepcion, Hector",IL-04,0.51,False
2012,"Viramontes, Ymelda",IL-04,0.51,False
2012,"Quigley, Mike",IL-05,0.51,True
2012,"Schmitt, Dan",IL-05,0.51,False
2012,"Wade, Nancy",IL-05,0.51,False
2012,"Roskam, Peter J.",IL-06,0.51,False
2012,"Coolidge, Leslie",IL-06,0.51,True
2012,"Davis, Danny K.",IL-07,0.51,True
2012,"Zak, Rita",IL-07,0.51,False
2012,"Monaghan, John H.",IL-07,0.51,False
2012,"Collins, Phil",IL-07,0.51,False
2012,"Richter, Dennis",IL-07,0.51,False
2012,"Duckworth, Tammy",IL-08,0.51,True
2012,"Walsh, Joe",IL-08,0.51,False
2012,"Schakowsky, Janice D.",IL-09,0.51,True
2012,"Wolfe, Timothy C.",IL-09,0.51,False
2012,"Shioura, Hilaire Fuji",IL-09,0.51,False
2012,"Atanus, Susanne",IL-09,0.51,False
2012,"Schneider, Brad",IL-10,0.51,True
2012,"Dold, Robert",IL-10,0.51,False
2012,"Foster, Bill",IL-11,0.51,True
2012,"Biggert, Judy",IL-11,0.51,False
2012,"Michel, Chris",IL-11,0.51,False
2012,"Enyart, William L. ",IL-12,0.51,True
2012,"Plummer, Jason",IL-12,0.51,False
2012,"Bradshaw, Paula",IL-12,0.51,False
2012,"Horton, Shon-Tiyon",IL-12,0.51,False
2012,"Davis, Rodney ",IL-13,0.51,False
2012,"Gill, David M.",IL-13,0.51,True
2012,"Hartman, John",IL-13,0.51,False
2012,"Hultgren, Randy M.",IL-14,0.51,False
2012,"Anderson, Dennis",IL-14,0.51,True
2012,"Shimkus, John M.",IL-15,0.51,False
2012,"Michael, Angela",IL-15,0.51,True
2012,"Kinzinger, Adam",IL-16,0.51,False
2012,"Rohl, Wanda",IL-16,0.51,True
2012,"Bustos, Cheri",IL-17,0.51,True
2012,"Schilling, Bobby",IL-17,0.51,False
2012,"Reyes, Eric",IL-17,0.51,False
2012,"Faber, Joe",IL-17,0.51,False
2012,"Schock, Aaron",IL-18,0.51,False
2012,"Waterworth, Steve",IL-18,0.51,True
2012,"Visclosky, Peter J.",IN-01,0.38,True
2012,"Phelps, Joel",IN-01,0.38,False
2012,"Walorski, Jackie",IN-02,0.38,False
2012,"Mullen, Brendan",IN-02,0.38,True
2012,"Ruiz, Joseph Wayne",IN-02,0.38,False
2012,"Lunce, Kenneth R., Jr.",IN-02,0.38,False
2012,"Stutzman, Marlin A.",IN-03,0.38,False
2012,"Boyd, Kevin R.",IN-03,0.38,True
2012,"Rokita, Todd",IN-04,0.38,False
2012,"Nelson, Tara E.",IN-04,0.38,True
2012,"Gelhausen, Benjamin J.",IN-04,0.38,False
2012,"Brooks, Susan",IN-05,0.38,False
2012,"Reske, Scott",IN-05,0.38,True
2012,"Reid, Chard",IN-05,0.38,False
2012,"Messer, Luke",IN-06,0.38,False
2012,"Bookout, Bradley T.",IN-06,0.38,True
2012,"Bell, Rex",IN-06,0.38,False
2012,"Carson, Andre D.",IN-07,0.38,True
2012,"May, Carlos A.",IN-07,0.38,False
2012,"Bucshon, Larry D.",IN-08,0.38,False
2012,"Crooks, Dave",IN-08,0.38,True
2012,"Gadau, Bart",IN-08,0.38,False
2012,"Young, Todd",IN-09,0.38,False
2012,"Yoder, Shelli",IN-09,0.38,True
2012,"Braley, Bruce",IA-01,0.46,True
2012,"Lange, Ben",IA-01,0.46,False
2012,"Hughes, Gregory",IA-01,0.46,False
2012,"Krail, George Todd, II",IA-01,0.46,False
2012,"Loebsack, Dave",IA-02,0.46,True
2012,"Archer, John",IA-02,0.46,False
2012,"Aversa, Alan",IA-02,0.46,False
2012,"Latham, Tom",IA-03,0.46,False
2012,"Boswell, Leonard",IA-03,0.46,True
2012,"Batcher, Scott G.",IA-03,0.46,False
2012,"Rosenfeld, David",IA-03,0.46,False
2012,"King, Steve",IA-04,0.46,False
2012,"Vilsack, Christie",IA-04,0.46,True
2012,"Monroe, Martin James",IA-04,0.46,False
2012,"Huelskamp, Tim",KS-01,0.38,False
2012,"Jenkins, Lynn",KS-02,0.38,False
2012,"Schlingensiepen, Tobias",KS-02,0.38,True
2012,"Hawver, Dennis",KS-02,0.38,False
2012,"Yoder, Kevin",KS-03,0.38,False
2012,"Balam, Joel",KS-03,0.38,False
2012,"Pompeo, Mike",KS-04,0.38,False
2012,"Tillman, Robert Leon",KS-04,0.38,True
2012,"Jefferson, Thomas",KS-04,0.38,False
2012,"Whitfield, Edward",KY-01,0.38,False
2012,"Hatchett, Charles Kendall",KY-01,0.38,True
2012,"Guthrie, S. Brett",KY-02,0.38,False
2012,"Williams, David Lynn",KY-02,0.38,True
2012,"Beacham, Andrew R.",KY-02,0.38,False
2012,"Astor, Craig R.",KY-02,0.38,False
2012,"Yarmuth, John A.",KY-03,0.38,True
2012,"Wicker, Brooks",KY-03,0.38,False
2012,"Devore, Robert L., Jr.",KY-03,0.38,False
2012,"Massie, Thomas",KY-04,0.38,False
2012,"Adkins, William R. ""Bill""",KY-04,0.38,True
2012,"Lewis, David",KY-04,0.38,False
2012,"Rogers, Harold ""Hal""",KY-05,0.38,False
2012,"Stepp, Kenneth S.",KY-05,0.38,True
2012,"Barr, Garland ""Andy""",KY-06,0.38,False
2012,"Chandler, Ben",KY-06,0.38,True
2012,"Vance, Randolph",KY-06,0.38,False
2012,"Scalise, ""Steve""",LA-01,0.4,False
2012,"Mendoza, M. V. ""Vinny""",LA-01,0.4,True
2012,"King, Gary",LA-01,0.4,False
2012,"Turknett, David ""Turk""",LA-01,0.4,False
2012,"Wells, Arden",LA-01,0.4,False
2012,"Richmond, Cedric",LA-02,0.4,True
2012,"Landrieu, Gary",LA-02,0.4,True
2012,"Bailey, Dwayne",LA-02,0.4,False
2012,"Larose, Josue",LA-02,0.4,False
2012,"Trotter, Caleb",LA-02,0.4,False
2012,"Boustany, Charles W., Jr.",LA-03,0.4,False
2012,"Landry, ""Jeff""",LA-03,0.4,False
2012,"Richard, ""Ron""",LA-03,0.4,True
2012,"Barrilleaux, Bryan",LA-03,0.4,False
2012,"Stark, ""Jim""",LA-03,0.4,False
2012,"Fleming, John",LA-04,0.4,False
2012,"Lord, Randall",LA-04,0.4,False
2012,"Alexander, Rodney",LA-05,0.4,False
2012,"Ceasar, ""Ron""",LA-05,0.4,False
2012,"Grant, Clay Steven",LA-05,0.4,False
2012,"Cassidy, William ""Bill""",LA-06,0.4,False
2012,"Craig, Rufus Holt, Jr.",LA-06,0.4,False
2012,"Torregano, Richard ""RPT""",LA-06,0.4,False
2012,"Pingree, Chellie",ME-01,0.47,True
2012,"Courtney, Jonathan T.E.",ME-01,0.47,False
2012,"Michaud, Michael H.",ME-02,0.47,True
2012,"Raye, Kevin L.",ME-02,0.47,False
2012,"Harris, Andy",MD-01,0.55,False
2012,"Rosen, Wendy",MD-01,0.55,True
2012,"LaFerla, John",MD-01,0.55,False
2012,"Boda, Muir Wayne",MD-01,0.55,False
2012,"Calpino, Michael",MD-01,0.55,False
2012,"Rae, Douglas Dryden",MD-01,0.55,False
2012,"Ruppersberger, C. A. Dutch",MD-02,0.55,True
2012,"Jacobs, Nancy C.",MD-02,0.55,False
2012,"Dymowski, Leo Wayne",MD-02,0.55,False
2012,"Bly, Ray",MD-02,0.55,False
2012,"Sarbanes, John",MD-03,0.55,True
2012,"Knowles, Eric Delano",MD-03,0.55,False
2012,"Drgos, Paul W., Jr.",MD-03,0.55,False
2012,"Edwards, Donna F.",MD-04,0.55,True
2012,"Loudon, Faith M.",MD-04,0.55,False
2012,"Soffen, Scott",MD-04,0.55,False
2012,"Hoyer, Steny H.",MD-05,0.55,True
2012,"O'Donnell, Tony",MD-05,0.55,False
2012,"Auerbach, Bob",MD-05,0.55,False
2012,"Vohra, Arvin",MD-05,0.55,False
2012,"Delaney, John",MD-06,0.55,True
2012,"Bartlett, Roscoe G.",MD-06,0.55,False
2012,"Mueller, Nickolaus",MD-06,0.55,False
2012,"Cummings, Elijah",MD-07,0.55,True
2012,"Mirabile, Frank C.",MD-07,0.55,False
2012,"Owens-Bey, Ronald M.",MD-07,0.55,False
2012,"Smith, Charles U.",MD-07,0.55,False
2012,"Busch, Ty Glen",MD-07,0.55,False
2012,"Van Hollen, Chris",MD-08,0.55,True
2012,"Timmerman, Ken",MD-08,0.55,False
2012,"Grannis, Mark",MD-08,0.55,False
2012,"Gluck, George",MD-08,0.55,False
2012,"Neal, Richard E.",MA-01,0.55,True
2012,All Others,MA-01,0.55,False
2012,"McGovern, James P.",MA-02,0.55,True
2012,All Others,MA-02,0.55,False
2012,"Tsongas, Nicola S.",MA-03,0.55,True
2012,"Golnik, Jonathan A.",MA-03,0.55,False
2012,All Others,MA-03,0.55,False
2012,"Kennedy, Joseph P., III",MA-04,0.55,True
2012,"Bielat, Sean",MA-04,0.55,False
2012,"Rosa, David A.",MA-04,0.55,False
