Year,District,Candidate,Incumbent
2016,Florida 3,Ken McGurn,FALSE
2016,Florida 4,John Rutherford,FALSE
2016,Florida 4,David E. Bruderly,FALSE
2016,Florida 5,Al Lawson,FALSE
2016,Florida 5,Glo Smith,FALSE
2016,Florida 6,Ron DeSantis,TRUE
2016,Florida 6,Bill McCullough,FALSE
2016,Florida 7,Stephanie Murphy,FALSE
2016,Florida 7,John Mica,TRUE
2016,Florida 8,Bill Posey,TRUE
2016,Florida 8,Corry Westbrook,FALSE
2016,Florida 9,Darren Soto,FALSE
2016,Florida 9,Wayne Liebnitzky,FALSE
2016,Florida 10,Val Demings,FALSE
2016,Florida 10,Thuy Lowe,FALSE
2016,Florida 11,Dan Webster,FALSE
2016,Florida 11,Dave Koller,FALSE
2016,Florida 12,Gus Bilirakis,TRUE
2016,Florida 12,Robert Tager,FALSE
2016,Florida 13,Charlie Crist,FALSE
2016,Florida 13,David Jolly,TRUE
2016,Florida 14,Kathy Castor,TRUE
2016,Florida 14,Christine Quinn,FALSE
2016,Florida 15,Dennis Ross,TRUE
2016,Florida 15,Jim Lange,FALSE
2016,Florida 16,Vern Buchanan,TRUE
2016,Florida 16,Jan Schneider,FALSE
2016,Florida 17,Tom Rooney,TRUE
2016,Florida 17,April Freeman,FALSE
2016,Florida 18,Brian Mast,FALSE
2016,Florida 18,Randy Perkins,FALSE
2016,Florida 19,Francis Rooney,FALSE
2016,Florida 19,Robert Neeld,FALSE
2016,Florida 20,Alcee Hastings,TRUE
2016,Florida 20,Gary Stein,FALSE
2016,Florida 21,Lois Frankel,FALSE
2016,Florida 21,Paul Spain,FALSE
2016,Florida 22,Ted Deutch,FALSE
2016,Florida 22,Andrea Leigh McGee,FALSE
2016,Florida 23,Debbie Wasserman Schultz,TRUE
2016,Florida 23,Joe Kaufman,FALSE
2016,Florida 24,Frederica Wilson,TRUE
2016,Florida 25,Mario DÃ­az-Balart,TRUE
2016,Florida 25,Alina Valdes,FALSE
2016,Florida 26,Carlos Curbelo,TRUE
2016,Florida 26,Joe Garcia,FALSE
2016,Florida 27,Ileana Ros-Lehtinen,TRUE
2016,Florida 27,Scott Fuhrman,FALSE
2016,Georgia 1,Buddy Carter,TRUE
2016,Georgia 2,Sanford Bishop,TRUE
2016,Georgia 2,Greg Duke,FALSE
2016,Georgia 3,Drew Ferguson,FALSE
2016,Georgia 3,Angela Pendley,FALSE
2016,Georgia 4,Hank Johnson,TRUE
2016,Georgia 4,Victor Armendariz,FALSE
2016,Georgia 5,John Lewis,TRUE
2016,Georgia 5,Douglas Bell,FALSE
2016,Georgia 6,Tom Price,TRUE
2016,Georgia 6,Rodney Stooksbury,FALSE
2016,Georgia 7,Rob Woodall,TRUE
2016,Georgia 7,Rashid Malik,FALSE
2016,Georgia 8,Austin Scott,TRUE
2016,Georgia 8,James Harris,FALSE
2016,Georgia 9,Doug Collins,TRUE
2016,Georgia 10,Jody Hice,TRUE
2016,Georgia 11,Barry Loudermilk,TRUE
2016,Georgia 11,Don Wilson,FALSE
2016,Georgia 12,Rick Allen,TRUE
2016,Georgia 12,Tricia McCracken,FALSE
2016,Georgia 13,David Scott,TRUE
2016,Georgia 14,Tom Graves,TRUE
2016,Hawaii 1,Colleen Hanabusa,FALSE
2016,Hawaii 1,Shirlene D. Ostrov,FALSE
2016,Hawaii 1,Alan Yim,FALSE
2016,Hawaii 2,Tulsi Gabbard,TRUE
2016,Hawaii 2,Angela Kaaihue,FALSE
2016,Idaho 1,RaÃºl Labrador,TRUE
2016,Idaho 1,James Piotrowski,FALSE
2016,Idaho 2,Mike Simpson,TRUE
2016,Idaho 2,Jennifer Martinez,FALSE
2016,Illinois 1,Bobby Rush,TRUE
2016,Illinois 1,August Deuser,FALSE
2016,Illinois 2,Robin Kelly,TRUE
2016,Illinois 2,John Morrow,FALSE
2016,Illinois 3,Dan Lipinski,TRUE
2016,Illinois 4,Luis GutiÃ©rrez,TRUE
2016,Illinois 5,Mike Quigley,TRUE
2016,Illinois 5,Vince Kolber,FALSE
2016,Illinois 5,Rob Sherman,FALSE
2016,Illinois 6,Peter Roskam,TRUE
2016,Illinois 6,Amanda Howland,FALSE
2016,Illinois 7,Danny Davis,TRUE
2016,Illinois 7,Jeffrey Leef,FALSE
2016,Illinois 8,Raja Krishnamoorthi,FALSE
2016,Illinois 8,Pete DiCianni,FALSE
2016,Illinois 9,Jan Schakowsky,TRUE
2016,Illinois 9,Joan McCarthy Lasonde,FALSE
2016,Illinois 10,Brad Schneider,FALSE
2016,Illinois 10,Bob Dold,TRUE
2016,Illinois 11,Bill Foster,TRUE
2016,Illinois 11,Tonia Khouri,FALSE
2016,Illinois 12,Mike Bost,TRUE
2016,Illinois 12,C.J. Baricevic,FALSE
2016,Illinois 12,Paula Bradshaw,FALSE
2016,Illinois 13,Rodney Davis,TRUE
2016,Illinois 13,Mark Wicklund,FALSE
2016,Illinois 14,Randy Hultgren,TRUE
2016,Illinois 14,Jim Walz,FALSE
2016,Illinois 15,John Shimkus,TRUE
2016,Illinois 16,Adam Kinzinger,TRUE
2016,Illinois 17,Cheri Bustos,TRUE
2016,Illinois 17,Patrick Harlan,FALSE
2016,Illinois 18,Darin LaHood,TRUE
2016,Illinois 18,Junius Rodriguez,FALSE
2016,Indiana 1,Pete Visclosky,TRUE
2016,Indiana 1,Donna Dunn,FALSE
2016,Indiana 2,Jackie Walorski,TRUE
2016,Indiana 2,Lynn Coleman,FALSE
2016,Indiana 2,Ron Cenkush,FALSE
2016,Indiana 3,Jim Banks,FALSE
2016,Indiana 3,Tommy Schrader,FALSE
2016,Indiana 3,Pepper Snyder,FALSE
2016,Indiana 4,Todd Rokita,TRUE
2016,Indiana 4,John Dale,FALSE
2016,Indiana 4,Steven Mayoras,FALSE
2016,Indiana 5,Susan Brooks,TRUE
2016,Indiana 5,Angela Demaree,FALSE
2016,Indiana 5,Matthew Wittlief,FALSE
2016,Indiana 6,Luke Messer,TRUE
2016,Indiana 6,Barry Welsh,FALSE
2016,Indiana 6,Rich Turvey,FALSE
2016,Indiana 7,AndrÃ© Carson,TRUE
2016,Indiana 7,Cat Ping,FALSE
2016,Indiana 7,Drew Thompson,FALSE
2016,Indiana 8,Larry Bucshon,TRUE
2016,Indiana 8,Ron Drake,FALSE
2016,Indiana 8,Andrew Horning,FALSE
2016,Indiana 9,Trey Hollingsworth,FALSE
2016,Indiana 9,Shelli Yoder,FALSE
2016,Indiana 9,Russell Brooksbank,FALSE
2016,Iowa 1,Rod Blum,TRUE
2016,Iowa 1,Monica Vernon,FALSE
2016,Iowa 2,Dave Loebsack,TRUE
2016,Iowa 2,Christopher Peters,FALSE
2016,Iowa 3,David Young,TRUE
2016,Iowa 3,Jim Mowrer,FALSE
2016,Iowa 3,Bryan Jack Holder,FALSE
2016,Iowa 4,Steve King,TRUE
2016,Iowa 4,Kim Weaver,FALSE
2016,Kansas 1,Roger Marshall,FALSE
2016,Kansas 1,Kerry Burt,FALSE
2016,Kansas 1,Alan LaPolice,FALSE
2016,Kansas 2,Lynn Jenkins,TRUE
2016,Kansas 2,Britani Potter,FALSE
2016,Kansas 2,James Houston Bales,FALSE
2016,Kansas 3,Kevin Yoder,TRUE
2016,Kansas 3,Jay Sidie,FALSE
2016,Kansas 3,Steven Hohe,FALSE
2016,Kansas 4,Mike Pompeo,TRUE
2016,Kansas 4,Dan Giroux,FALSE
2016,Kansas 4,Gordon J. Bakken,FALSE
2016,Kentucky 1,James Comer,FALSE
2016,Kentucky 1,Sam Gaskins,FALSE
2016,Kentucky 2,Brett Guthrie,TRUE
2016,Kentucky 3,John Yarmuth,TRUE
2016,Kentucky 3,Harold Bratcher,FALSE
2016,Kentucky 4,Thomas Massie,TRUE
2016,Kentucky 4,Calvin Sidle,FALSE
2016,Kentucky 5,Hal Rogers,TRUE
2016,Kentucky 6,Andy Barr,TRUE
2016,Kentucky 6,Nancy Jo Kemper,FALSE
2016,Louisiana 1,Steve Scalise,TRUE
2016,Louisiana 1,Lee Ann Dugas,FALSE
2016,Louisiana 1,Danil Ezekiel Faust,FALSE
2016,Louisiana 1,Howard Kearney,FALSE
2016,Louisiana 1,"Joseph ""Joe"" Swider",FALSE
2016,Louisiana 2,Cedric Richmond,TRUE
2016,Louisiana 2,Kip Holden,FALSE
2016,Louisiana 2,Kenneth Cutno,FALSE
2016,Louisiana 3,Clay Higgins,FALSE
2016,Louisiana 3,Scott Angelle,FALSE
2016,Louisiana 4,Mike Johnson,FALSE
2016,Louisiana 4,Marshall Jones,FALSE
2016,Louisiana 5,Ralph Abraham,TRUE
2016,Louisiana 5,Billy Burkette,FALSE
2016,Louisiana 6,Garret Graves,TRUE
2016,Louisiana 6,Richard Lieberman,FALSE
2016,Louisiana 6,"Robert Lamar ""Bob"" Bell",FALSE
2016,Louisiana 6,Jermaine Sampson,FALSE
2016,Louisiana 6,Richard Fontanesi,FALSE
2016,Maine 1,Chellie Pingree,TRUE
2016,Maine 1,Mark Holbrook,FALSE
2016,Maine 2,Bruce Poliquin,TRUE
2016,Maine 2,Emily Cain,FALSE
2016,Maryland 1,Andy Harris,TRUE
2016,Maryland 1,Joe Werner,FALSE
2016,Maryland 1,Matt Beers,FALSE
2016,Maryland 2,Dutch Ruppersberger,TRUE
2016,Maryland 2,Pat McDonough,FALSE
2016,Maryland 2,Kristin Kasprzak,FALSE
2016,Maryland 3,John Sarbanes,TRUE
2016,Maryland 3,Mark Plaster,FALSE
2016,Maryland 3,Eze Nnabu,FALSE
2016,Maryland 4,Anthony G. Brown,FALSE
2016,Maryland 4,George McDermott,FALSE
2016,Maryland 4,Ben Krause,FALSE
2016,Maryland 4,Kamesha Clark,FALSE
2016,Maryland 5,Steny Hoyer,TRUE
2016,Maryland 5,Mark Arness,FALSE
2016,Maryland 5,Jason Summers,FALSE
2016,Maryland 6,John Delaney,TRUE
2016,Maryland 6,Amie Hoeber,FALSE
2016,Maryland 6,David Howser,FALSE
2016,Maryland 6,George Gluck,FALSE
2016,Maryland 7,Elijah Cummings,TRUE
2016,Maryland 7,Corrogan Vaughn,FALSE
2016,Maryland 7,Myles Hoenig,FALSE
2016,Maryland 8,Jamie Raskin,FALSE
2016,Maryland 8,Dan Cox,FALSE
2016,Maryland 8,Jasen Wunder,FALSE
2016,Maryland 8,Nancy Wallace,FALSE
2016,Massachusetts 1,Richard Neal,TRUE
2016,Massachusetts 1,Frederick Mayock,FALSE
2016,Massachusetts 1,Thomas Simmons,FALSE
2016,Massachusetts 2,Jim McGovern,TRUE
2016,Massachusetts 3,Niki Tsongas,TRUE
2016,Massachusetts 3,Ann Wofford,FALSE
2016,Massachusetts 4,Joe Kennedy,TRUE
2016,Massachusetts 4,David Rosa,FALSE
2016,Massachusetts 5,Katherine Clark,TRUE
2016,Massachusetts 6,Seth Moulton,TRUE
2016,Massachusetts 7,Mike Capuano,TRUE
2016,Massachusetts 8,Stephen Lynch,TRUE
2016,Massachusetts 8,William Burke,FALSE
2016,Massachusetts 9,Bill Keating,TRUE
2016,Massachusetts 9,Mark Alliegro,FALSE
2016,Massachusetts 9,Paul Harrington,FALSE
2016,Michigan 1,Jack Bergman,FALSE
2016,Michigan 1,Lon Johnson,FALSE
2016,Michigan 1,Diane Bostow,FALSE
2016,Michigan 1,Ellis Boal,FALSE
2016,Michigan 2,Bill Huizenga,TRUE
2016,Michigan 2,Dennis B. Murphy,FALSE
2016,Michigan 2,Erwin Haas,FALSE
2016,Michigan 2,Matthew Brady,FALSE
2016,Michigan 3,Justin Amash,TRUE
2016,Michigan 3,Douglas Smith,FALSE
2016,Michigan 4,John Moolenaar,TRUE
2016,Michigan 4,Debra Wirth,FALSE
2016,Michigan 4,Leonard Schwartz,FALSE
2016,Michigan 4,Jordan Salvi,FALSE
2016,Michigan 5,Dan Kildee,TRUE
2016,Michigan 5,Al Hardwick,FALSE
2016,Michigan 5,Steve Sluka,FALSE
2016,Michigan 5,Harley Mikkelson,FALSE
2016,Michigan 6,Fred Upton,TRUE
2016,Michigan 6,Paul Clements,FALSE
2016,Michigan 6,Lorence Wenke,FALSE
2016,Michigan 7,Tim Walberg,TRUE
2016,Michigan 7,Gretchen Driskell,FALSE
2016,Michigan 7,Ken Proctor,FALSE
2016,Michigan 8,Mike Bishop,TRUE
2016,Michigan 8,Suzanna Shkreli,FALSE
2016,Michigan 8,Jeff Wood,FALSE
2016,Michigan 8,Maria Green,FALSE
2016,Michigan 9,Sander Levin,TRUE
2016,Michigan 9,Christopher Morse,FALSE
2016,Michigan 9,Matt Orlando,FALSE
2016,Michigan 9,John McDermott,FALSE
2016,Michigan 10,Paul Mitchell,FALSE
2016,Michigan 10,Frank Accavitti Jr.,FALSE
2016,Michigan 10,Lisa Gioia,FALSE
2016,Michigan 10,Benjamin Nofs,FALSE
2016,Michigan 11,Dave Trott,TRUE
2016,Michigan 11,Anil Kumar,FALSE
2016,Michigan 11,Jonathan Osment,FALSE
2016,Michigan 11,Kerry Bentivolio,FALSE
2016,Michigan 12,Debbie Dingell,TRUE
2016,Michigan 12,Jeff Jones,FALSE
2016,Michigan 12,Tom Bagwell,FALSE
2016,Michigan 12,Dylan Calewarts,FALSE
2016,Michigan 13,John Conyers,TRUE
2016,Michigan 13,Jeff Gorman,FALSE
2016,Michigan 13,Tiffany Hayden,FALSE
2016,Michigan 14,Brenda Lawrence,TRUE
2016,Michigan 14,Howard Klausner,FALSE
2016,Michigan 14,Greg Creswell,FALSE
2016,Michigan 14,Marcia Squier,FALSE
2016,Minnesota 1,Tim Walz,TRUE
2016,Minnesota 1,Jim Hagedorn,FALSE
2016,Minnesota 2,Jason Lewis,FALSE
2016,Minnesota 2,Angie Craig,FALSE
2016,Minnesota 3,Erik Paulsen,TRUE
2016,Minnesota 3,Terri Bonoff,FALSE
2016,Minnesota 3,Tim Sherno,FALSE
2016,Minnesota 4,Betty McCollum,TRUE
2016,Minnesota 4,Greg Ryan,FALSE
2016,Minnesota 4,Legal Marijuana Now,FALSE
2016,Minnesota 5,Keith Ellison,TRUE
2016,Minnesota 5,Frank Nelson Drake,FALSE
2016,Minnesota 5,Legal Marijuana Now,FALSE
2016,Minnesota 6,Tom Emmer,TRUE
2016,Minnesota 6,David Snyder,FALSE
2016,Minnesota 7,Collin Peterson,TRUE
2016,Minnesota 7,Dave Hughes,FALSE
2016,Minnesota 8,Rick Nolan,TRUE
2016,Minnesota 8,Stewart Mills,FALSE
2016,Mississippi 1,Trent Kelly,TRUE
2016,Mississippi 1,Jacob Owens,FALSE
2016,Mississippi 1,Chase Wilson,FALSE
2016,Mississippi 2,Bennie Thompson,TRUE
2016,Mississippi 2,John Bouie II,FALSE
2016,Mississippi 3,Gregg Harper,TRUE
2016,Mississippi 3,Dennis Quinn,FALSE
2016,Mississippi 4,Steven Palazzo,TRUE
2016,Mississippi 4,Mark Gladney,FALSE
2016,Mississippi 4,Ric McCluskey,FALSE
2016,Missouri 1,Lacy Clay,TRUE
2016,Missouri 1,Steven G. Bailey,FALSE
2016,Missouri 1,Robb Cunningham,FALSE
2016,Missouri 2,Ann Wagner,TRUE
2016,Missouri 2,Jim Higgins,FALSE
2016,Missouri 2,Bill Otto,FALSE
2016,Missouri 3,Blaine Luetkemeyer,TRUE
2016,Missouri 3,Kevin Miller,FALSE
2016,Missouri 3,Dan Hogan,FALSE
2016,Missouri 4,Vicky Hartzler,TRUE
2016,Missouri 4,Gordon Christensen,FALSE
2016,Missouri 4,Mark Bliss,FALSE
2016,Missouri 5,Emanuel Cleaver,TRUE
2016,Missouri 5,Jacob Turk,FALSE
2016,Missouri 5,Roy Welborn,FALSE
2016,Missouri 6,Sam Graves,TRUE
2016,Missouri 6,David Blackwell,FALSE
2016,Missouri 6,Russ Monchil,FALSE
2016,Missouri 7,Billy Long,TRUE
2016,Missouri 7,Genevieve Williams,FALSE
2016,Missouri 7,Benjamin Brixey,FALSE
2016,Missouri 8,Jason T. Smith,FALSE
2016,Missouri 8,Dave Cowell,FALSE
2016,Missouri 8,Jonathan Shell,FALSE
2016,Montana at-large,Ryan Zinke,TRUE
2016,Montana at-large,Denise Juneau,FALSE
2016,Montana at-large,Rick Breckenridge,FALSE
2016,Nebraska 1,Jeff Fortenberry,TRUE
2016,Nebraska 1,Daniel Wik,FALSE
2016,Nebraska 2,Don Bacon,FALSE
2016,Nebraska 2,Brad Ashford,TRUE
2016,Nebraska 2,Steven Laird,FALSE
2016,Nebraska 3,Adrian Smith,TRUE
2016,Nevada 1,Dina Titus,TRUE
2016,Nevada 1,Mary Perry,FALSE
2016,Nevada 2,Mark Amodei,TRUE
2016,Nevada 2,Chip Evans,FALSE
2016,Nevada 3,Jacky Rosen,FALSE
2016,Nevada 3,Danny Tarkanian,FALSE
2016,Nevada 4,Ruben Kihuen,FALSE
2016,Nevada 4,Cresent Hardy,TRUE
2016,Nevada 4,Steve Brown,FALSE
2016,New Hampshire 1,Carol Shea-Porter,FALSE
2016,New Hampshire 1,Frank Guinta,TRUE
2016,New Hampshire 2,Ann McLane Kuster,TRUE
2016,New Hampshire 2,Jim Lawrence,FALSE
2016,New Jersey 1,Donald Norcross,TRUE
2016,New Jersey 1,Bob Patterson,FALSE
2016,New Jersey 1,Bill Sihr,FALSE
2016,New Jersey 2,Frank LoBiondo,TRUE
2016,New Jersey 2,David Cole,FALSE
2016,New Jersey 2,John Ordille,FALSE
2016,New Jersey 3,Tom MacArthur,TRUE
2016,New Jersey 3,Fred LaVergne,FALSE
2016,New Jersey 4,Chris Smith,TRUE
2016,New Jersey 4,Lorna Phillipson,FALSE
2016,New Jersey 4,Jeremy Marcus,FALSE
2016,New Jersey 5,Josh Gottheimer,FALSE
2016,New Jersey 5,Scott Garrett,TRUE
2016,New Jersey 5,Claudio Belusic,FALSE
2016,New Jersey 6,Frank Pallone,TRUE
2016,New Jersey 6,Brent Sonnek-Schmelz,FALSE
2016,New Jersey 6,Judy Shamy,FALSE
2016,New Jersey 6,Rajit Malliah,FALSE
2016,New Jersey 7,Leonard Lance,TRUE
2016,New Jersey 7,Peter Jacob,FALSE
2016,New Jersey 7,Dan O'Neill,FALSE
2016,New Jersey 8,Albio Sires,TRUE
2016,New Jersey 8,Agha Khan,FALSE
2016,New Jersey 8,Dan Delaney,FALSE
2016,New Jersey 9,Bill Pascrell,TRUE
2016,New Jersey 9,Hector Castillo,FALSE
2016,New Jersey 9,Diego Rivera,FALSE
2016,New Jersey 10,Donald Payne Jr.,TRUE
2016,New Jersey 10,David Pinckney,FALSE
2016,New Jersey 11,Rodney Frelinghuysen,TRUE
2016,New Jersey 11,Joseph Wenzel,FALSE
2016,New Jersey 11,Jeff Hetrick,FALSE
2016,New Jersey 12,Bonnie Watson Coleman,TRUE
2016,New Jersey 12,Steven Uccio,FALSE
2016,New Jersey 12,Thomas Fitzpatrick,FALSE
2016,New Jersey 12,Steven Welzer,FALSE
2016,New Mexico 1,Michelle LujÃ¡n Grisham,TRUE
2016,New Mexico 1,Richard Priem,FALSE
2016,New Mexico 2,Steve Pearce,TRUE
2016,New Mexico 2,Merrie Lee Soules,FALSE
2016,New Mexico 3,Ben Ray LujÃ¡n,TRUE
2016,New Mexico 3,Michael Romero,FALSE
2016,New York 1,Lee Zeldin,TRUE
2016,New York 1,Anna Throne-Holst,FALSE
2016,New York 2,Peter King,TRUE
2016,New York 2,DuWayne Gregory,FALSE
2016,New York 3,Tom Suozzi,FALSE
2016,New York 3,Jack Martins,FALSE
2016,New York 4,Kathleen Rice,TRUE
2016,New York 4,David Gurfein,FALSE
2016,New York 5,Gregory Meeks,TRUE
2016,New York 5,Michael O'Reilly,FALSE
2016,New York 5,Frank Francois,FALSE
2016,New York 6,Grace Meng,TRUE
2016,New York 6,Danniel S. Maio,FALSE
2016,New York 7,Nydia Velazquez,TRUE
2016,New York 7,Allan E. Romaguera,FALSE
2016,New York 8,Hakeem Jeffries,TRUE
2016,New York 8,Daniel Cavanagh,FALSE
2016,New York 9,Yvette Clarke,TRUE
2016,New York 10,Jerry Nadler,TRUE
2016,New York 10,Phillip Rosenthal,FALSE
2016,New York 11,Dan Donovan,TRUE
2016,New York 11,Richard Reichard,FALSE
2016,New York 11,Henry Bardel,FALSE
2016,New York 12,Carolyn Maloney,TRUE
2016,New York 12,Robert Ardini,FALSE
2016,New York 13,Adriano Espaillat,FALSE
2016,New York 13,Robert A. Evans Jr.,FALSE
2016,New York 13,Daniel Rivera,FALSE
2016,New York 14,Joe Crowley,TRUE
2016,New York 14,Frank Spotorno,FALSE
2016,New York 15,Jose Serrano,TRUE
2016,New York 15,Alejandro Vega,FALSE
2016,New York 16,Eliot Engel,TRUE
2016,New York 17,Nita Lowey,TRUE
2016,New York 18,Sean Patrick Maloney,TRUE
2016,New York 18,Phil Oliva,FALSE
2016,New York 19,John Faso,FALSE
2016,New York 19,Zephyr Teachout,FALSE
2016,New York 20,Paul Tonko,TRUE
2016,New York 20,Francis J. Vitollo,FALSE
2016,New York 21,Elise Stefanik,TRUE
2016,New York 21,Mike Derrick,FALSE
2016,New York 21,Matt Funiciello,FALSE
2016,New York 22,Claudia Tenney,FALSE
2016,New York 22,Kim Myers,FALSE
2016,New York 22,Martin Babinec,FALSE
2016,New York 23,Tom Reed,TRUE
2016,New York 23,John Plumb,FALSE
2016,New York 24,John Katko,TRUE
2016,New York 24,Colleen Deacon,FALSE
2016,New York 25,Louise Slaughter,TRUE
2016,New York 25,Mark Assini,FALSE
2016,New York 26,Brian Higgins,TRUE
2016,New York 26,Shelly Shratz,FALSE
2016,New York 27,Chris Collins,TRUE
2016,New York 27,Diana Kastenbaum,FALSE
2016,North Carolina 1,G. K. Butterfield,TRUE
2016,North Carolina 1,H. Powell Dew,FALSE
2016,North Carolina 1,J. J. Summerell,FALSE
2016,North Carolina 2,George Holding,FALSE
2016,North Carolina 2,John McNeil,FALSE
2016,North Carolina 3,Walter B. Jones Jr.,TRUE
2016,North Carolina 3,Ernest Reeves,FALSE
2016,North Carolina 4,David Price,TRUE
2016,North Carolina 4,Sue Googe,FALSE
2016,North Carolina 5,Virginia Foxx,TRUE
2016,North Carolina 5,Josh Brannon,FALSE
2016,North Carolina 6,Mark Walker,TRUE
2016,North Carolina 6,Pete Glidewell,FALSE
2016,North Carolina 7,David Rouzer,TRUE
2016,North Carolina 7,J. Wesley Casteen,FALSE
2016,North Carolina 8,Richard Hudson,TRUE
2016,North Carolina 8,Thomas Mills,FALSE
2016,North Carolina 9,Robert Pittenger,TRUE
2016,North Carolina 9,Christian Cano,FALSE
2016,North Carolina 10,Patrick McHenry,TRUE
2016,North Carolina 10,Andy Millard,FALSE
2016,North Carolina 11,Mark Meadows,TRUE
2016,North Carolina 11,Rick Bryson,FALSE
2016,North Carolina 12,Alma Adams,TRUE
2016,North Carolina 12,Leon Threatt,FALSE
2016,North Carolina 13,Ted Budd,FALSE
2016,North Carolina 13,Bruce Davis,FALSE
2016,North Dakota at-large,Kevin Cramer,TRUE
2016,North Dakota at-large,Chase Iron Eyes,FALSE
2016,North Dakota at-large,Jack Seaman,FALSE
2016,Ohio 1,Steve Chabot,TRUE
2016,Ohio 1,Michele Young,FALSE
2016,Ohio 1,Sholom Keller,FALSE
2016,Ohio 1,Kiumars Kiani,FALSE
2016,Ohio 2,Brad Wenstrup,TRUE
2016,Ohio 2,William R. Smith,FALSE
2016,Ohio 2,Janet Everhard,FALSE
2016,Ohio 3,Joyce Beatty,TRUE
2016,Ohio 3,John Adams,FALSE
2016,Ohio 4,Jim Jordan,TRUE
2016,Ohio 4,Janet Garrett,FALSE
2016,Ohio 5,Bob Latta,TRUE
2016,Ohio 5,James L. Neu Jr.,FALSE
2016,Ohio 6,Bill Johnson,TRUE
2016,Ohio 6,Michael Lorentz,FALSE
2016,Ohio 7,Bob Gibbs,TRUE
2016,Ohio 7,Roy Rich,FALSE
2016,Ohio 7,Dan Phillip,FALSE
2016,Ohio 8,Warren Davidson,TRUE
2016,Ohio 8,Steven Fought,FALSE
2016,Ohio 8,Derrick James Hendricks,FALSE
2016,Ohio 9,Marcy Kaptur,TRUE
2016,Ohio 9,Donald Larson,FALSE
2016,Ohio 9,George Skalsky,FALSE
2016,Ohio 10,Mike Turner,TRUE
2016,Ohio 10,Robert Klepinger,FALSE
2016,Ohio 10,Tom McMasters,FALSE
2016,Ohio 10,Dave Harlow,FALSE
2016,Ohio 11,Marcia Fudge,TRUE
2016,Ohio 11,Beverly A. Goldstein,FALSE
2016,Ohio 12,Pat Tiberi,TRUE
2016,Ohio 12,Ed Albertson,FALSE
2016,Ohio 12,Joe Manchik,FALSE
2016,Ohio 12,J. Baumeister,FALSE
2016,Ohio 13,Tim Ryan,TRUE
2016,Ohio 13,Richard Morckel,FALSE
2016,Ohio 13,Calvin Hill,FALSE
2016,Ohio 14,David Joyce,TRUE
2016,Ohio 14,Michael Wager,FALSE
2016,Ohio 14,Andrew Jarvi,FALSE
2016,Ohio 15,Steve Stivers,TRUE
2016,Ohio 15,Scott Wharton,FALSE
2016,Ohio 16,Jim Renacci,TRUE
2016,Ohio 16,Keith Mundy,FALSE
2016,Oklahoma 1,Jim Bridenstine,TRUE
2016,Oklahoma 2,Markwayne Mullin,TRUE
2016,Oklahoma 2,Joshua Harris-Till,FALSE
2016,Oklahoma 3,Frank Lucas,TRUE
2016,Oklahoma 3,Frankie Robbins,FALSE
2016,Oklahoma 4,Tom Cole,TRUE
2016,Oklahoma 4,Christina Owen,FALSE
2016,Oklahoma 4,Sevier White,FALSE
2016,Oklahoma 5,Steve Russell,TRUE
2016,Oklahoma 5,Al McAffrey,FALSE
2016,Oklahoma 5,Zachary Knight,FALSE
2016,Oregon 1,Suzanne Bonamici,TRUE
2016,Oregon 1,Brian Heinrich,FALSE
2016,Oregon 1,Kyle Sheahan,FALSE
2016,Oregon 2,Greg Walden,TRUE
2016,Oregon 2,Jim Crary,FALSE
2016,Oregon 3,Earl Blumenauer,TRUE
2016,Oregon 4,Peter DeFazio,TRUE
2016,Oregon 4,Art Robinson,FALSE
2016,Oregon 4,Gil Guthrie,FALSE
2016,Oregon 4,Michael Beilstein,FALSE
2016,Oregon 5,Kurt Schrader,TRUE
2016,Oregon 5,Colm Willis,FALSE
2016,Pennsylvania 1,Bob Brady,FALSE
2016,Pennsylvania 1,Deborah Williams,FALSE
2016,Pennsylvania 2,Dwight Evans,FALSE
2016,Pennsylvania 2,James Jones,FALSE
2016,Pennsylvania 3,Mike Kelly,TRUE
2016,Pennsylvania 4,Scott Perry,TRUE
2016,Pennsylvania 4,Joshua Burkholder,FALSE
2016,Pennsylvania 5,Glenn Thompson,TRUE
2016,Pennsylvania 5,Kerith Strano Taylor,FALSE
2016,Pennsylvania 6,Ryan Costello,TRUE
2016,Pennsylvania 6,Mike Parrish,FALSE
2016,Pennsylvania 7,Pat Meehan,TRUE
2016,Pennsylvania 7,Mary Ellen Balchunis,FALSE
2016,Pennsylvania 8,Brian Fitzpatrick,FALSE
2016,Pennsylvania 8,Steve Santarsiero,FALSE
2016,Pennsylvania 9,Bill Shuster,TRUE
2016,Pennsylvania 9,Art Halvorson,FALSE
2016,Pennsylvania 10,Tom Marino,TRUE
2016,Pennsylvania 10,Mike Molesevich,FALSE
2016,Pennsylvania 11,Lou Barletta,TRUE
2016,Pennsylvania 11,Michael Marsicano,FALSE
2016,Pennsylvania 12,Keith Rothfus,TRUE
2016,Pennsylvania 12,Erin McClelland,FALSE
2016,Pennsylvania 13,Brendan Boyle,TRUE
2016,Pennsylvania 14,Mike Doyle,TRUE
2016,Pennsylvania 14,Lenny McAllister,FALSE
2016,Pennsylvania 15,Charlie Dent,TRUE
2016,Pennsylvania 15,Rick Daugherty,FALSE
2016,Pennsylvania 15,Paul Rizzo,FALSE
2016,Pennsylvania 16,Lloyd Smucker,FALSE
